# static_avoidance_node debug log started 20260815_193612
1786790177.382 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=8.49 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790183.046 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=8.35 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=1.5 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790183.587 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=8.35 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=1.5 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790184.130 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=8.35 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790184.632 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=8.36 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790185.159 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=8.35 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790185.689 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=8.36 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790186.232 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=8.36 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790186.741 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=8.39 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790187.297 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=8.46 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790187.843 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=8.43 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790188.386 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=8.43 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790188.938 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=8.46 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.9 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790189.438 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=8.49 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790189.943 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=8.49 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790190.492 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=8.49 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790190.995 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=8.49 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790191.536 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=10.14 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790192.044 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=10.14 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790192.587 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=10.14 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790193.098 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=10.14 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790193.649 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=10.14 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=2.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790194.188 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=10.25 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790194.741 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=11.55 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790195.285 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=13.18 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790195.794 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=14.80 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790196.316 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=15.95 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790196.832 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=17.53 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790197.361 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=18.86 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=4.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790197.862 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=20.67 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790198.383 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=22.79 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790198.885 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=24.48 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790199.387 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.14 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790199.945 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=28.07 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790200.487 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=29.94 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=6.5 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790200.990 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=31.78 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790201.531 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=33.90 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.3 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790202.036 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=1.25 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790202.581 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=3.23 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.3 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790203.131 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=5.00 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790203.651 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=6.28 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790204.188 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=8.35 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790204.735 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=10.31 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790205.281 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=11.54 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790205.788 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=12.90 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790206.350 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=14.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790206.884 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=16.00 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790207.389 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=17.04 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790207.936 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=18.76 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790208.436 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=20.46 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790208.985 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=22.35 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790209.486 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=23.80 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790209.995 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=25.64 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790210.533 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=27.64 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790211.034 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=29.30 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790211.583 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=31.18 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790212.092 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=33.08 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=4.3 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790212.638 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=0.51 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790213.140 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=2.38 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790213.694 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.10 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790214.242 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=5.69 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790214.787 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=7.62 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790215.290 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=9.33 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790215.795 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=10.80 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.6 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790216.347 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=12.12 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790216.861 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=13.60 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790217.386 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=15.16 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790217.898 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=16.19 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790218.432 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=17.19 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790218.932 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=18.72 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790219.437 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=20.11 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790219.989 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=22.17 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790220.531 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=23.94 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790221.037 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=25.63 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790221.543 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=27.20 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790222.091 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=29.20 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790222.643 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=31.10 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790223.148 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.69 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790223.663 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=34.52 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790224.188 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=1.84 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=6.6 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790224.731 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=3.88 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790225.235 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=5.44 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790225.736 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=6.96 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790226.307 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=8.87 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790226.832 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=10.27 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790227.345 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=11.65 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790227.888 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=13.44 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.4 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790228.440 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=15.19 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790228.941 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=16.27 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790229.488 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=17.46 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790230.010 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=18.70 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786790230.549 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=20.95 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
