# static_avoidance_node debug log started 20260822_131840
1787372325.334 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=11.80 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787372378.641 [STATIC_AVOID] obs_id=11 obs_dist=7.59m obs_s=0.41 ego_s=31.63 side=- | left_clearance=0.14 right_clearance=0.17 candidate_valid=false rung=- pre_dist=2.00m | cache_used=false path_age=- path_points=0 planning_time_ms=7.2 | reason=track_too_narrow | cache_reason=no_cache
1787372379.243 [STATIC_AVOID] obs_id=11 obs_dist=7.58m obs_s=0.41 ego_s=31.65 side=- | left_clearance=0.16 right_clearance=0.18 candidate_valid=false rung=- pre_dist=2.00m | cache_used=false path_age=- path_points=0 planning_time_ms=6.4 | reason=track_too_narrow | cache_reason=no_cache
1787372379.842 [STATIC_AVOID] obs_id=11 obs_dist=7.60m obs_s=0.41 ego_s=31.63 side=- | left_clearance=0.16 right_clearance=0.19 candidate_valid=false rung=- pre_dist=2.00m | cache_used=false path_age=- path_points=0 planning_time_ms=8.1 | reason=track_too_narrow | cache_reason=no_cache
1787372380.439 [STATIC_AVOID] obs_id=11 obs_dist=7.58m obs_s=0.41 ego_s=31.65 side=- | left_clearance=0.16 right_clearance=0.18 candidate_valid=false rung=- pre_dist=2.00m | cache_used=false path_age=- path_points=0 planning_time_ms=3.4 | reason=track_too_narrow | cache_reason=no_cache
1787372380.941 [STATIC_AVOID] obs_id=11 obs_dist=7.60m obs_s=0.41 ego_s=31.63 side=- | left_clearance=0.16 right_clearance=0.18 candidate_valid=false rung=- pre_dist=2.00m | cache_used=false path_age=- path_points=0 planning_time_ms=5.0 | reason=map_occupied | cache_reason=no_cache
1787372381.443 [STATIC_AVOID] obs_id=11 obs_dist=7.58m obs_s=0.41 ego_s=31.65 side=- | left_clearance=0.14 right_clearance=0.16 candidate_valid=false rung=- pre_dist=2.00m | cache_used=false path_age=- path_points=0 planning_time_ms=5.3 | reason=track_too_narrow | cache_reason=no_cache
1787372381.953 [STATIC_AVOID] obs_id=11 obs_dist=7.59m obs_s=0.41 ego_s=31.64 side=- | left_clearance=0.16 right_clearance=0.19 candidate_valid=false rung=- pre_dist=2.00m | cache_used=false path_age=- path_points=0 planning_time_ms=18.4 | reason=track_too_narrow | cache_reason=no_cache
1787372382.549 [STATIC_AVOID] obs_id=11 obs_dist=7.60m obs_s=0.41 ego_s=31.62 side=- | left_clearance=0.16 right_clearance=0.18 candidate_valid=false rung=- pre_dist=2.00m | cache_used=false path_age=- path_points=0 planning_time_ms=14.9 | reason=map_occupied | cache_reason=no_cache
1787372383.138 [STATIC_AVOID] obs_id=11 obs_dist=7.59m obs_s=0.41 ego_s=31.64 side=- | left_clearance=0.16 right_clearance=0.18 candidate_valid=false rung=- pre_dist=2.00m | cache_used=false path_age=- path_points=0 planning_time_ms=3.6 | reason=track_too_narrow | cache_reason=no_cache
1787372383.654 [STATIC_AVOID] obs_id=11 obs_dist=7.60m obs_s=0.41 ego_s=31.63 side=- | left_clearance=0.15 right_clearance=0.17 candidate_valid=false rung=- pre_dist=2.00m | cache_used=false path_age=- path_points=0 planning_time_ms=3.6 | reason=track_too_narrow | cache_reason=no_cache
1787372384.241 [STATIC_AVOID] obs_id=11 obs_dist=7.58m obs_s=0.41 ego_s=31.64 side=- | left_clearance=0.15 right_clearance=0.17 candidate_valid=false rung=- pre_dist=2.00m | cache_used=false path_age=- path_points=0 planning_time_ms=4.4 | reason=track_too_narrow | cache_reason=no_cache
1787372384.742 [STATIC_AVOID] obs_id=11 obs_dist=7.58m obs_s=0.41 ego_s=31.64 side=- | left_clearance=0.13 right_clearance=0.16 candidate_valid=false rung=- pre_dist=2.00m | cache_used=false path_age=- path_points=0 planning_time_ms=4.8 | reason=track_too_narrow | cache_reason=no_cache
1787372385.246 [STATIC_AVOID] obs_id=11 obs_dist=7.58m obs_s=0.40 ego_s=31.64 side=- | left_clearance=0.32 right_clearance=0.34 candidate_valid=false rung=- pre_dist=2.00m | cache_used=false path_age=- path_points=0 planning_time_ms=3.3 | reason=track_too_narrow | cache_reason=no_cache
