# static_avoidance_node debug log started 20260816_142405
1786857850.701 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=5.37 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.6 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857856.654 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=7.25 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857857.199 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=8.04 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857857.702 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=8.01 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857858.254 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=7.73 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857858.757 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=6.81 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857859.312 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=6.19 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857859.855 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=5.33 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857860.426 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=5.06 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857860.952 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=5.15 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=1.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857861.505 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=6.14 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857862.050 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=6.46 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857862.556 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=6.47 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857863.096 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=6.48 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857863.614 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=6.29 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857864.146 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=6.03 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857864.711 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=5.44 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=2.3 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857865.244 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=5.22 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857865.757 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=5.23 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857866.303 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=5.24 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857866.844 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=5.24 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857867.347 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=5.23 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857867.847 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=5.23 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857868.348 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=5.23 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857868.913 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=5.23 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857869.449 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=5.23 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857869.996 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=5.21 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857870.501 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=5.13 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857871.004 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=5.13 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857871.505 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=5.15 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857872.069 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=5.16 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857872.595 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=5.46 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857873.124 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=6.21 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857873.659 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=8.38 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857874.203 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=10.06 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857874.707 [STATIC_AVOID] obs_id=1 obs_dist=2.92m obs_s=14.07 ego_s=11.15 side=LEFT | left_clearance=0.32 right_clearance=-0.16 candidate_valid=true rung=0 | cache_used=false path_age=0.000 path_points=88 planning_time_ms=10.5
1786857875.250 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=12.59 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=1.0 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857875.753 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=13.50 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.8 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857876.301 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=15.13 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857876.803 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=16.27 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857877.304 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=17.52 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857877.846 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=19.37 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857878.439 [STATIC_AVOID] obs_id=3 obs_dist=5.00m obs_s=25.69 ego_s=20.68 side=LEFT | left_clearance=0.50 right_clearance=-0.12 candidate_valid=true rung=0 | cache_used=false path_age=0.000 path_points=106 planning_time_ms=30.7
1786857878.950 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=21.52 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.4 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857879.451 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=22.57 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857879.956 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=24.33 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857880.520 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=25.70 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=1.3 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857881.084 [STATIC_AVOID] obs_id=4 obs_dist=1.79m obs_s=29.24 ego_s=27.45 side=RIGHT | left_clearance=-0.16 right_clearance=0.52 candidate_valid=true rung=0 | cache_used=false path_age=0.000 path_points=84 planning_time_ms=19.4
1786857881.589 [STATIC_AVOID] obs_id=4 obs_dist=0.92m obs_s=29.23 ego_s=28.31 side=RIGHT | left_clearance=-0.13 right_clearance=0.65 candidate_valid=false rung=- | cache_used=true path_age=0.101 path_points=81 planning_time_ms=6.7 | reason=obstacle_clearance
1786857882.122 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=28.35 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857882.658 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=28.68 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857883.205 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=29.29 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857883.714 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=30.16 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857884.255 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=31.97 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857884.803 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=33.97 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857885.327 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=1.20 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857885.857 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=2.86 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857886.401 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.36 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.3 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857886.946 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=6.40 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857887.450 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=7.97 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=1.0 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857887.957 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=9.57 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857888.495 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=10.92 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857888.997 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=12.18 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857889.558 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=13.75 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857890.094 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=15.49 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857890.610 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=16.31 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857891.146 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=17.58 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857891.660 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=19.09 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857892.208 [STATIC_AVOID] obs_id=8 obs_dist=5.40m obs_s=25.72 ego_s=20.32 side=LEFT | left_clearance=0.58 right_clearance=-0.23 candidate_valid=true rung=0 | cache_used=false path_age=0.000 path_points=110 planning_time_ms=29.7
1786857892.806 [STATIC_AVOID] obs_id=8 obs_dist=4.66m obs_s=25.81 ego_s=21.15 side=LEFT | left_clearance=0.62 right_clearance=-0.16 candidate_valid=true rung=2 | cache_used=false path_age=0.000 path_points=108 planning_time_ms=30.8
1786857893.352 [STATIC_AVOID] obs_id=8 obs_dist=3.19m obs_s=25.86 ego_s=22.68 side=LEFT | left_clearance=0.36 right_clearance=-0.24 candidate_valid=true rung=0 | cache_used=false path_age=0.000 path_points=99 planning_time_ms=6.8
1786857893.860 [STATIC_AVOID] obs_id=8 obs_dist=1.64m obs_s=25.87 ego_s=24.23 side=LEFT | left_clearance=0.35 right_clearance=-0.26 candidate_valid=true rung=0 | cache_used=false path_age=0.000 path_points=84 planning_time_ms=10.8
1786857894.370 [STATIC_AVOID] obs_id=8 obs_dist=-0.28m obs_s=25.88 ego_s=26.16 side=LEFT | left_clearance=0.34 right_clearance=-0.25 candidate_valid=true rung=0 | cache_used=false path_age=0.000 path_points=81 planning_time_ms=18.9
1786857894.896 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=27.35 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857895.397 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=27.72 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857895.902 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=27.60 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857896.450 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=27.61 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=4.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857897.009 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=27.61 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857897.553 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=27.60 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857898.064 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=27.56 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857898.619 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=27.56 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=5.0 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857899.119 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=27.56 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857899.653 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=27.53 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857900.199 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=27.52 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857900.703 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=27.46 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857901.248 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=27.54 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857901.751 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=27.35 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857902.294 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.85 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857902.805 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.71 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857903.307 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.68 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857903.848 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.67 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857904.350 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.67 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
