# static_avoidance_node debug log started 20260822_051510
1787343315.821 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.13 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343369.021 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=17.67 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343369.521 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=18.60 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343370.031 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=19.31 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343370.628 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=20.33 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343371.228 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=21.83 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343371.822 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=22.81 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343372.322 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=23.69 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343372.921 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=25.35 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343373.426 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.38 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343374.023 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.83 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343374.627 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=27.49 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343375.230 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=28.20 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343375.823 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=28.95 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.3 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343376.427 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=29.63 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343377.021 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=30.08 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343377.525 [STATIC_AVOID] obs_id=35 obs_dist=-0.30m obs_s=30.31 ego_s=30.62 side=RIGHT | left_clearance=-0.12 right_clearance=0.16 candidate_valid=true rung=0 pre_dist=2.00m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=5.0
1787343378.051 [STATIC_AVOID] obs_id=35 obs_dist=-0.70m obs_s=30.31 ego_s=31.02 side=RIGHT | left_clearance=-0.12 right_clearance=0.16 candidate_valid=true rung=0 pre_dist=2.40m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=21.3
1787343378.621 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=31.68 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343379.231 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.29 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343379.821 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=33.43 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343380.322 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=34.53 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343380.823 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=36.00 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343381.421 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=38.28 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343381.922 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=0.18 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343382.521 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=0.96 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343383.024 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=1.76 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343383.621 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=2.92 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343384.123 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=3.92 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343384.723 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.87 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343385.321 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=5.91 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343385.822 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=6.50 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343386.421 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=7.24 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343387.021 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=8.41 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343387.625 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=9.82 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343388.130 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=11.13 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343388.633 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=11.62 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343389.241 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=12.38 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343389.822 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=13.29 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343390.323 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=14.03 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343390.922 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=14.64 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343391.423 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=15.49 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343392.031 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=16.11 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343392.628 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=16.92 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343393.222 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=17.48 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343393.822 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=18.49 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343394.422 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=19.27 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343395.021 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=20.23 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343395.629 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=21.51 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343396.222 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=22.59 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343396.722 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=23.39 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343397.249 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=23.86 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343397.827 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=24.39 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343398.433 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=25.13 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.3 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343399.021 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=25.69 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343399.523 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.38 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343400.123 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=27.42 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343400.721 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=28.65 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343401.223 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=29.40 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343401.822 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=30.98 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343402.422 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=31.75 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343403.021 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.30 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343403.521 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=33.06 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343404.132 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=33.83 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343404.730 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=34.82 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343405.326 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=36.20 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343405.921 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=38.45 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343406.422 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=39.45 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343407.030 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=1.56 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343407.621 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=2.33 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343408.222 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=3.42 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343408.821 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.31 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343409.329 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=5.15 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343409.921 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=5.99 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343410.521 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=6.86 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343411.021 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=7.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343411.523 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=8.62 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343412.124 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=9.55 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343412.637 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=10.10 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343413.230 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=10.88 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343413.827 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=11.76 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343414.431 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=12.84 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=2.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343415.021 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=13.86 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343415.521 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=14.32 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343416.022 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=15.01 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=1.0 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343416.532 [STATIC_AVOID] obs_id=67 obs_dist=2.13m obs_s=17.48 ego_s=15.35 side=LEFT | left_clearance=0.24 right_clearance=-0.06 candidate_valid=true rung=0 pre_dist=2.00m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=3.7
1787343417.127 [STATIC_AVOID] obs_id=67 obs_dist=1.33m obs_s=17.60 ego_s=16.27 side=LEFT | left_clearance=0.27 right_clearance=-0.09 candidate_valid=true rung=0 pre_dist=2.12m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=3.5
1787343417.633 [STATIC_AVOID] obs_id=67 obs_dist=0.32m obs_s=17.60 ego_s=17.28 side=LEFT | left_clearance=0.20 right_clearance=-0.09 candidate_valid=true rung=0 pre_dist=2.18m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=10.8
1787343418.133 [STATIC_AVOID] obs_id=67 obs_dist=-0.52m obs_s=17.60 ego_s=18.12 side=LEFT | left_clearance=0.19 right_clearance=-0.09 candidate_valid=true rung=0 pre_dist=3.02m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=7.0
1787343418.734 [STATIC_AVOID] obs_id=69 obs_dist=-0.01m obs_s=18.85 ego_s=18.85 side=LEFT | left_clearance=0.26 right_clearance=-0.00 candidate_valid=true rung=0 pre_dist=2.13m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=11.9
1787343419.239 [STATIC_AVOID] obs_id=69 obs_dist=-0.30m obs_s=18.85 ego_s=19.15 side=LEFT | left_clearance=0.25 right_clearance=-0.00 candidate_valid=true rung=0 pre_dist=2.43m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=7.8
1787343419.821 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=20.17 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343420.327 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=21.11 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343420.921 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=22.34 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343421.421 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=23.03 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343421.929 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=23.40 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343422.521 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=24.34 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343423.021 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=25.66 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
