# static_avoidance_node debug log started 20260822_051510
1787343315.821 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.13 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343477.924 [STATIC_AVOID] obs_id=133 obs_dist=6.62m obs_s=38.76 ego_s=32.14 side=- | left_clearance=-0.20 right_clearance=0.49 candidate_valid=false rung=- pre_dist=2.46m | cache_used=false path_age=- path_points=0 planning_time_ms=3.8 | reason=map_occupied | cache_reason=no_cache
1787343478.527 [STATIC_AVOID] obs_id=133 obs_dist=5.79m obs_s=38.80 ego_s=33.01 side=LEFT | left_clearance=0.71 right_clearance=-0.16 candidate_valid=true rung=0 pre_dist=2.10m | cache_used=false path_age=0.000 path_points=135 planning_time_ms=4.2
1787343479.036 [STATIC_AVOID] obs_id=133 obs_dist=5.19m obs_s=38.84 ego_s=33.65 side=LEFT | left_clearance=0.71 right_clearance=-0.16 candidate_valid=false rung=- pre_dist=2.10m | cache_used=true path_age=0.208 path_points=137 planning_time_ms=14.4 | reason=obstacle_clearance
1787343479.628 [STATIC_AVOID] obs_id=133 obs_dist=4.31m obs_s=38.92 ego_s=34.61 side=LEFT | left_clearance=-0.19 right_clearance=-0.16 candidate_valid=false rung=- pre_dist=2.00m | cache_used=false path_age=- path_points=0 planning_time_ms=7.2 | reason=group_track_too_narrow | cache_reason=no_cache
1787343480.223 [STATIC_AVOID] obs_id=133 obs_dist=2.93m obs_s=38.96 ego_s=36.03 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=raceline_already_clear | cache_reason=no_cache
1787343480.826 [STATIC_AVOID] obs_id=133 obs_dist=1.28m obs_s=39.01 ego_s=37.73 side=RIGHT | left_clearance=0.54 right_clearance=-0.01 candidate_valid=false rung=- pre_dist=3.66m | cache_used=false path_age=- path_points=0 planning_time_ms=5.3 | reason=obstacle_clearance | cache_reason=no_cache
1787343481.342 [STATIC_AVOID] obs_id=133 obs_dist=0.41m obs_s=39.04 ego_s=38.63 side=RIGHT | left_clearance=0.48 right_clearance=-0.09 candidate_valid=false rung=- pre_dist=3.67m | cache_used=false path_age=- path_points=0 planning_time_ms=7.6 | reason=obstacle_clearance | cache_reason=no_cache
1787343481.931 [STATIC_AVOID] obs_id=133 obs_dist=0.01m obs_s=39.07 ego_s=39.06 side=LEFT | left_clearance=0.58 right_clearance=-0.13 candidate_valid=true rung=0 pre_dist=3.62m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=3.4
1787343482.526 [STATIC_AVOID] obs_id=133 obs_dist=0.03m obs_s=39.08 ego_s=39.05 side=LEFT | left_clearance=0.59 right_clearance=-0.17 candidate_valid=true rung=0 pre_dist=3.61m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=3.5
1787343483.127 [STATIC_AVOID] obs_id=133 obs_dist=0.08m obs_s=39.08 ego_s=39.00 side=LEFT | left_clearance=0.61 right_clearance=-0.20 candidate_valid=true rung=0 pre_dist=3.57m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=6.7
1787343483.635 [STATIC_AVOID] obs_id=133 obs_dist=-0.19m obs_s=39.08 ego_s=39.27 side=LEFT | left_clearance=0.61 right_clearance=-0.25 candidate_valid=true rung=2 pre_dist=3.52m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=11.8
1787343484.227 [STATIC_AVOID] obs_id=137 obs_dist=0.61m obs_s=1.66 ego_s=1.05 side=LEFT | left_clearance=0.70 right_clearance=-0.20 candidate_valid=true rung=0 pre_dist=2.00m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=4.1
1787343484.735 [STATIC_AVOID] obs_id=137 obs_dist=-0.62m obs_s=1.65 ego_s=2.27 side=LEFT | left_clearance=0.72 right_clearance=-0.18 candidate_valid=true rung=0 pre_dist=3.10m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=8.2
1787343485.321 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=3.05 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343485.821 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=3.89 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343486.321 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=5.05 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343486.926 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=6.15 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343487.534 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=7.33 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343488.121 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=8.61 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343488.721 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=9.87 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343489.244 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=10.31 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343489.822 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=11.35 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343490.427 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=12.22 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=2.5 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343491.027 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=13.39 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343491.624 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=14.19 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343492.221 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=15.05 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343492.722 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=15.71 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343493.321 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=16.19 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343493.825 [STATIC_AVOID] obs_id=146 obs_dist=1.81m obs_s=18.84 ego_s=17.03 side=LEFT | left_clearance=0.16 right_clearance=-0.22 candidate_valid=true rung=0 pre_dist=2.06m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=4.3
1787343494.425 [STATIC_AVOID] obs_id=146 obs_dist=1.32m obs_s=18.93 ego_s=17.61 side=LEFT | left_clearance=0.13 right_clearance=-0.20 candidate_valid=false rung=- pre_dist=2.15m | cache_used=false path_age=- path_points=0 planning_time_ms=4.7 | reason=track_too_narrow | cache_reason=cache_expired
1787343494.940 [STATIC_AVOID] obs_id=146 obs_dist=1.36m obs_s=18.93 ego_s=17.57 side=LEFT | left_clearance=0.13 right_clearance=-0.20 candidate_valid=true rung=0 pre_dist=2.15m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=17.9
1787343495.524 [STATIC_AVOID] obs_id=146 obs_dist=1.56m obs_s=18.93 ego_s=17.37 side=LEFT | left_clearance=0.13 right_clearance=-0.20 candidate_valid=true rung=0 pre_dist=2.15m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=3.4
1787343496.121 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=17.51 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343496.630 [STATIC_AVOID] obs_id=148 obs_dist=7.53m obs_s=25.06 ego_s=17.54 side=LEFT | left_clearance=0.56 right_clearance=-0.18 candidate_valid=true rung=0 pre_dist=2.00m | cache_used=false path_age=0.000 path_points=131 planning_time_ms=6.7
1787343497.132 [STATIC_AVOID] obs_id=148 obs_dist=7.27m obs_s=25.06 ego_s=17.79 side=LEFT | left_clearance=0.56 right_clearance=-0.18 candidate_valid=true rung=2 pre_dist=2.00m | cache_used=false path_age=0.000 path_points=134 planning_time_ms=10.8
1787343497.729 [STATIC_AVOID] obs_id=148 obs_dist=6.94m obs_s=25.06 ego_s=18.13 side=LEFT | left_clearance=0.56 right_clearance=-0.18 candidate_valid=true rung=0 pre_dist=2.00m | cache_used=false path_age=0.000 path_points=125 planning_time_ms=3.9
1787343498.328 [STATIC_AVOID] obs_id=148 obs_dist=6.76m obs_s=25.06 ego_s=18.31 side=LEFT | left_clearance=0.56 right_clearance=-0.18 candidate_valid=true rung=2 pre_dist=2.00m | cache_used=false path_age=0.000 path_points=129 planning_time_ms=7.8
1787343498.921 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=18.55 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343499.523 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=19.80 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343500.121 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=22.09 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343500.622 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=24.05 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343501.221 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=25.81 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343501.723 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=27.06 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343502.223 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=28.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343502.727 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=29.60 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343503.240 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=30.57 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343503.825 [STATIC_AVOID] obs_id=150 obs_dist=0.24m obs_s=31.90 ego_s=31.66 side=RIGHT | left_clearance=-0.13 right_clearance=0.09 candidate_valid=true rung=0 pre_dist=2.26m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=4.4
1787343504.426 [STATIC_AVOID] obs_id=150 obs_dist=-0.12m obs_s=31.90 ego_s=32.02 side=RIGHT | left_clearance=-0.13 right_clearance=0.09 candidate_valid=true rung=0 pre_dist=2.62m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=3.6
1787343504.932 [STATIC_AVOID] obs_id=150 obs_dist=-0.57m obs_s=31.90 ego_s=32.47 side=RIGHT | left_clearance=-0.53 right_clearance=0.08 candidate_valid=false rung=- pre_dist=2.30m | cache_used=true path_age=0.211 path_points=101 planning_time_ms=11.3 | reason=group_map_occupied
1787343505.524 [STATIC_AVOID] obs_id=154 obs_dist=5.42m obs_s=38.81 ego_s=33.39 side=RIGHT | left_clearance=0.66 right_clearance=-0.10 candidate_valid=false rung=- pre_dist=4.02m | cache_used=false path_age=- path_points=0 planning_time_ms=3.5 | reason=obstacle_clearance | cache_reason=no_cache
1787343506.026 [STATIC_AVOID] obs_id=154 obs_dist=4.45m obs_s=38.89 ego_s=34.44 side=RIGHT | left_clearance=-0.18 right_clearance=-0.12 candidate_valid=false rung=- pre_dist=2.19m | cache_used=false path_age=- path_points=0 planning_time_ms=3.4 | reason=group_track_too_narrow | cache_reason=no_cache
1787343506.537 [STATIC_AVOID] obs_id=154 obs_dist=3.53m obs_s=38.95 ego_s=35.42 side=RIGHT | left_clearance=0.69 right_clearance=-0.12 candidate_valid=false rung=- pre_dist=4.08m | cache_used=false path_age=- path_points=0 planning_time_ms=11.5 | reason=obstacle_clearance | cache_reason=no_cache
1787343507.124 [STATIC_AVOID] obs_id=154 obs_dist=2.08m obs_s=38.96 ego_s=36.88 side=RIGHT | left_clearance=-0.20 right_clearance=-0.11 candidate_valid=false rung=- pre_dist=2.26m | cache_used=false path_age=- path_points=0 planning_time_ms=3.6 | reason=group_track_too_narrow | cache_reason=no_cache
1787343507.632 [STATIC_AVOID] obs_id=154 obs_dist=1.29m obs_s=38.99 ego_s=37.70 side=RIGHT | left_clearance=0.55 right_clearance=-0.10 candidate_valid=false rung=- pre_dist=4.11m | cache_used=false path_age=- path_points=0 planning_time_ms=3.5 | reason=obstacle_clearance | cache_reason=no_cache
1787343508.132 [STATIC_AVOID] obs_id=154 obs_dist=0.58m obs_s=38.99 ego_s=38.41 side=LEFT | left_clearance=0.42 right_clearance=-0.11 candidate_valid=true rung=0 pre_dist=2.00m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=10.5
1787343508.734 [STATIC_AVOID] obs_id=154 obs_dist=-0.33m obs_s=38.99 ego_s=39.32 side=LEFT | left_clearance=0.44 right_clearance=-0.11 candidate_valid=false rung=- pre_dist=2.00m | cache_used=false path_age=- path_points=0 planning_time_ms=13.0 | reason=group_obstacle_clearance | cache_reason=no_cache
1787343509.327 [STATIC_AVOID] obs_id=154 obs_dist=-0.77m obs_s=38.99 ego_s=0.24 side=LEFT | left_clearance=0.43 right_clearance=-0.10 candidate_valid=true rung=2 pre_dist=2.00m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=6.8
1787343509.927 [STATIC_AVOID] obs_id=156 obs_dist=1.73m obs_s=2.23 ego_s=0.49 side=LEFT | left_clearance=0.42 right_clearance=-0.10 candidate_valid=false rung=- pre_dist=2.00m | cache_used=true path_age=0.104 path_points=101 planning_time_ms=3.6 | reason=group_obstacle_clearance
1787343510.457 [STATIC_AVOID] obs_id=156 obs_dist=1.80m obs_s=2.23 ego_s=0.43 side=LEFT | left_clearance=0.41 right_clearance=-0.10 candidate_valid=false rung=- pre_dist=2.00m | cache_used=true path_age=0.132 path_points=101 planning_time_ms=35.0 | reason=group_obstacle_clearance
1787343511.026 [STATIC_AVOID] obs_id=156 obs_dist=1.93m obs_s=2.27 ego_s=0.34 side=LEFT | left_clearance=-0.17 right_clearance=-0.12 candidate_valid=false rung=- pre_dist=2.04m | cache_used=false path_age=- path_points=0 planning_time_ms=3.5 | reason=group_track_too_narrow | cache_reason=no_cache
1787343511.625 [STATIC_AVOID] obs_id=156 obs_dist=1.43m obs_s=2.35 ego_s=0.91 side=LEFT | left_clearance=-0.01 right_clearance=-0.10 candidate_valid=false rung=- pre_dist=2.12m | cache_used=false path_age=- path_points=0 planning_time_ms=3.8 | reason=group_track_too_narrow | cache_reason=no_cache
1787343512.130 [STATIC_AVOID] obs_id=156 obs_dist=1.07m obs_s=2.35 ego_s=1.28 side=LEFT | left_clearance=-0.01 right_clearance=-0.10 candidate_valid=false rung=- pre_dist=2.12m | cache_used=false path_age=- path_points=0 planning_time_ms=8.8 | reason=group_track_too_narrow | cache_reason=no_cache
1787343512.637 [STATIC_AVOID] obs_id=156 obs_dist=0.97m obs_s=2.35 ego_s=1.38 side=LEFT | left_clearance=0.42 right_clearance=-0.10 candidate_valid=true rung=0 pre_dist=2.00m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=16.1
1787343513.225 [STATIC_AVOID] obs_id=156 obs_dist=0.89m obs_s=2.35 ego_s=1.46 side=LEFT | left_clearance=0.42 right_clearance=-0.10 candidate_valid=true rung=0 pre_dist=2.00m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=3.7
1787343513.729 [STATIC_AVOID] obs_id=159 obs_dist=1.48m obs_s=2.93 ego_s=1.46 side=LEFT | left_clearance=0.42 right_clearance=-0.09 candidate_valid=true rung=0 pre_dist=2.00m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=3.5
1787343514.328 [STATIC_AVOID] obs_id=163 obs_dist=2.11m obs_s=3.57 ego_s=1.45 side=LEFT | left_clearance=0.46 right_clearance=-0.07 candidate_valid=true rung=0 pre_dist=2.00m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=3.4
1787343514.928 [STATIC_AVOID] obs_id=163 obs_dist=1.58m obs_s=3.56 ego_s=1.98 side=LEFT | left_clearance=0.45 right_clearance=-0.07 candidate_valid=true rung=2 pre_dist=2.00m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=7.2
1787343515.433 [STATIC_AVOID] obs_id=163 obs_dist=0.54m obs_s=3.54 ego_s=3.00 side=LEFT | left_clearance=0.42 right_clearance=-0.12 candidate_valid=true rung=0 pre_dist=2.00m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=11.5
1787343516.021 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.67 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=obstacle_gone
1787343516.621 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=5.29 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343517.122 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.97 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343517.677 [STATIC_AVOID] obs_id=165 obs_dist=2.56m obs_s=7.72 ego_s=5.16 side=RIGHT | left_clearance=-0.16 right_clearance=0.35 candidate_valid=true rung=2 pre_dist=2.65m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=25.2
1787343518.248 [STATIC_AVOID] obs_id=165 obs_dist=1.25m obs_s=7.72 ego_s=6.46 side=RIGHT | left_clearance=-0.16 right_clearance=0.35 candidate_valid=true rung=2 pre_dist=2.65m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=19.2
1787343518.824 [STATIC_AVOID] obs_id=165 obs_dist=0.06m obs_s=7.72 ego_s=7.66 side=RIGHT | left_clearance=-0.16 right_clearance=0.35 candidate_valid=true rung=0 pre_dist=3.09m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=3.5
1787343519.325 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=8.97 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=obstacle_gone
1787343519.932 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=11.08 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343520.525 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=13.22 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343521.121 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=15.26 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343521.627 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=16.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343522.221 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=17.96 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343522.722 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=19.41 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.3 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343523.322 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=21.59 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343523.823 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=23.38 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343524.323 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=25.17 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343524.823 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.59 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343525.421 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=28.51 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343526.021 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=30.42 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343526.521 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=31.65 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343527.022 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.92 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343527.529 [STATIC_AVOID] obs_id=169 obs_dist=4.46m obs_s=38.83 ego_s=34.37 side=LEFT | left_clearance=0.47 right_clearance=-0.19 candidate_valid=false rung=- pre_dist=3.99m | cache_used=false path_age=- path_points=0 planning_time_ms=8.2 | reason=obstacle_clearance | cache_reason=no_cache
1787343528.130 [STATIC_AVOID] obs_id=169 obs_dist=3.63m obs_s=38.99 ego_s=35.36 side=LEFT | left_clearance=0.44 right_clearance=-0.20 candidate_valid=false rung=- pre_dist=4.16m | cache_used=false path_age=- path_points=0 planning_time_ms=8.9 | reason=obstacle_clearance | cache_reason=no_cache
1787343528.632 [STATIC_AVOID] obs_id=169 obs_dist=2.89m obs_s=39.05 ego_s=36.16 side=LEFT | left_clearance=0.43 right_clearance=-0.18 candidate_valid=false rung=- pre_dist=4.22m | cache_used=false path_age=- path_points=0 planning_time_ms=11.1 | reason=obstacle_clearance | cache_reason=no_cache
1787343529.235 [STATIC_AVOID] obs_id=169 obs_dist=2.81m obs_s=39.12 ego_s=36.31 side=LEFT | left_clearance=0.45 right_clearance=-0.11 candidate_valid=false rung=- pre_dist=4.33m | cache_used=false path_age=- path_points=0 planning_time_ms=4.6 | reason=obstacle_clearance | cache_reason=no_cache
1787343529.833 [STATIC_AVOID] obs_id=168 obs_dist=4.84m obs_s=1.67 ego_s=36.35 side=LEFT | left_clearance=0.41 right_clearance=-0.10 candidate_valid=true rung=0 pre_dist=2.00m | cache_used=false path_age=0.000 path_points=104 planning_time_ms=8.6
1787343530.334 [STATIC_AVOID] obs_id=168 obs_dist=4.87m obs_s=1.72 ego_s=36.36 side=LEFT | left_clearance=0.40 right_clearance=-0.07 candidate_valid=true rung=2 pre_dist=2.00m | cache_used=false path_age=0.000 path_points=110 planning_time_ms=13.7
